,time,id,icij_sar_id,originator_bank,filer_org_name,beneficiary_bank,Transaction_amount_BTC,Transaction_amount_USD,Price,Sender,Receiver,Hash,originator_bank_country,beneficiary_bank_country,number_transactions,amount_transactions
22591,2015-03-05,226757,3991,HSBC,The Bank of New York Mellon Corp.,DBS Bank Ltd,15000.0,4038671.8531468543,269.24479020979027,3KBUuGko4H5ke7EVsq9B7PLK1c5Askdd7y,3KgtbGgaX2ngstNpvyv7LwpHSweVeqGbpM,432d61ec9f2258830b112173f3bc613936a503d67591cb9a0f0b8365eb3cd551,Hong Kong,Singapore,7.0,25500000.0
22595,2015-03-05,226759,3991,Andbanc,The Bank of New York Mellon Corp.,Banco Santander Peru S.A.,15000.0,4038671.8531468543,269.24479020979027,3KBUuGko4H5ke7EVsq9B7PLK1c5Askdd7y,3KgtbGgaX2ngstNpvyv7LwpHSweVeqGbpM,432d61ec9f2258830b112173f3bc613936a503d67591cb9a0f0b8365eb3cd551,Panama,Peru,8.0,3625024.99
22599,2015-03-05,235722,2865,Expobank,The Bank of New York Mellon Corp.,Credit Suisse AG,15000.0,4038671.8531468543,269.24479020979027,3KBUuGko4H5ke7EVsq9B7PLK1c5Askdd7y,3KgtbGgaX2ngstNpvyv7LwpHSweVeqGbpM,432d61ec9f2258830b112173f3bc613936a503d67591cb9a0f0b8365eb3cd551,Latvia,Switzerland,1.0,5250000.0
22603,2016-03-15,226758,3991,PPF Banka A.S.,The Bank of New York Mellon Corp.,Edmund De Rothschild,2717.04691036,1129313.18848,415.6399303135889,38W1gFaqtzoqwefBwg24Nyz78ApiyNjfXj,3F78ovxcGHo5z5SYqnD4wP4FfhdAxo7BQs,6379db71106e5df6e2dfb52cd50f3cd8050a2722a6542f6b3d2bb34e4223c9ea,Czech Republic,Switzerland,3.0,3000000.0
22621,2015-10-20,226760,3991,Bank of China,The Bank of New York Mellon Corp.,Kbl European Private Bankers S.A.,9582.28033238,2556312.66873,266.77498257839716,13iSUaLJacD2xm2cQufNnm6YtCanNGaanX,1AeEowpKdKoLPQSq4NVX17cCuWsZoNKTo4,5b98c5e69e5b02317a6693bd51ae49e18be52a56ddf8e1a149d320fd8965af86,Luxembourg,Luxembourg,1.0,500000000.0
22642,2015-10-20,227421,2282,Primorye Bank,The Bank of New York Mellon Corp.,Produbanco,9582.28033238,2556312.66873,266.77498257839716,13iSUaLJacD2xm2cQufNnm6YtCanNGaanX,1AeEowpKdKoLPQSq4NVX17cCuWsZoNKTo4,5b98c5e69e5b02317a6693bd51ae49e18be52a56ddf8e1a149d320fd8965af86,Russia,Ecuador,1.0,3900.0
22663,2015-10-20,230126,2281,Far Eastern Bank,The Bank of New York Mellon Corp.,Produbanco,9582.28033238,2556312.66873,266.77498257839716,13iSUaLJacD2xm2cQufNnm6YtCanNGaanX,1AeEowpKdKoLPQSq4NVX17cCuWsZoNKTo4,5b98c5e69e5b02317a6693bd51ae49e18be52a56ddf8e1a149d320fd8965af86,Russia,Ecuador,1.0,4000.0
22684,2016-01-20,226812,3407,"Capital One, N.A.",JP Morgan Chase & Co.,AO UniCredit Bank,2939.29639135,1139374.71994,387.63519163763056,131CKd7yehDCC513wLbLDRYFnqDpJouBsB,1HYHTbgNKigMxDK1FNkSdgCgcbMJWeRyZX,4c6cfc263d0bc791636008456424e9a820f6fc33bd216253f490229087a47d93,United States,Russia,2.0,15950.0
22721,2016-01-20,235262,2480,Finansbank A.S.,The Bank of New York Mellon Corp.,Baltikums Bank,2939.29639135,1139374.71994,387.63519163763056,131CKd7yehDCC513wLbLDRYFnqDpJouBsB,1HYHTbgNKigMxDK1FNkSdgCgcbMJWeRyZX,4c6cfc263d0bc791636008456424e9a820f6fc33bd216253f490229087a47d93,Turkey,Latvia,1.0,906120.0
22758,2016-01-20,235265,2480,Vnesheconombank,The Bank of New York Mellon Corp.,Baltikums Bank,2939.29639135,1139374.71994,387.63519163763056,131CKd7yehDCC513wLbLDRYFnqDpJouBsB,1HYHTbgNKigMxDK1FNkSdgCgcbMJWeRyZX,4c6cfc263d0bc791636008456424e9a820f6fc33bd216253f490229087a47d93,Russia,Latvia,2.0,1243025.0
22795,2016-01-20,238689,3094,Commerzbank Ag,China Investment Corporation,Bank of China,2939.29639135,1139374.71994,387.63519163763056,131CKd7yehDCC513wLbLDRYFnqDpJouBsB,1HYHTbgNKigMxDK1FNkSdgCgcbMJWeRyZX,4c6cfc263d0bc791636008456424e9a820f6fc33bd216253f490229087a47d93,Germany,China,4.0,24203.5
22832,2016-11-08,226823,3913,Rosbank OAO,The Bank of New York Mellon Corp.,"ABLV Bank, AS",1495.602116,1055583.747,705.7918248175183,3KYqRuQERiQgxm2dy5QDjPDMwRTgbPQjJ8,34CpcGjojB2BRoj2LtEDp7F3NjDu2pSAUD,839491ee39e247a1105e6d08e1cfd7a2c49405bb7cc4a3d1750897d226bee106,Russia,Latvia,20.0,13897597.69
22847,2016-11-08,235171,3828,Eurobank Cyprus Ltd,The Bank of New York Mellon Corp.,Firstcaribbean International Bank,1495.602116,1055583.747,705.7918248175183,3KYqRuQERiQgxm2dy5QDjPDMwRTgbPQjJ8,34CpcGjojB2BRoj2LtEDp7F3NjDu2pSAUD,839491ee39e247a1105e6d08e1cfd7a2c49405bb7cc4a3d1750897d226bee106,Cyprus,Virgin Islands British,4.0,23070.42
22862,2016-11-10,226825,3913,Banque De Commerce Et De Placements SA,The Bank of New York Mellon Corp.,"ABLV Bank, AS",3998.0,2865013.0486411164,716.6115679442513,"13U7gEJayc8cbfkzwihUxMQoBxbTcCQEJD
12iRwRsQq4RExdSwAqtSjvC8vsx9ziaqUq
15kiiU9Jg73V8iX5tK6tfnisZXH4DiYTfY",1PSoVgUQ6HnWrt1VVkV6VZPhrsAJGgC1HM,2b4b5c70f2e8efbf5eafee12cc8c0efb095b50a9237f11004cbe35d099ad13a6,Switzerland,Latvia,3.0,6828425.1
22994,2016-10-04,226827,3913,Royal Bank of Scotland P.L.C.,The Bank of New York Mellon Corp.,"ABLV Bank, AS",1746.6283,1063296.4,608.7708455882354,18D23pNSxW2qp4DU8JahViPucv2PaSda8x,1H9PwdRjmHFd1nuEn17UqVUEJM3x9wRU1S,d3389c17a74c03cfc73ba41a88e89bda8cfad299b5be8e265508fe34e9240dc6,United Kingdom,Latvia,15.0,8333573.61
23030,2016-10-04,235198,3997,AS Meridian Trade Bank,The Bank of New York Mellon Corp.,Credit Suisse AG,1746.6283,1063296.4,608.7708455882354,18D23pNSxW2qp4DU8JahViPucv2PaSda8x,1H9PwdRjmHFd1nuEn17UqVUEJM3x9wRU1S,d3389c17a74c03cfc73ba41a88e89bda8cfad299b5be8e265508fe34e9240dc6,Latvia,Switzerland,2.0,2172150.0
23066,2016-10-04,237988,2498,Berliner Volksbank Eg,The Bank of New York Mellon Corp.,SEB Bank,1746.6283,1063296.4,608.7708455882354,18D23pNSxW2qp4DU8JahViPucv2PaSda8x,1H9PwdRjmHFd1nuEn17UqVUEJM3x9wRU1S,d3389c17a74c03cfc73ba41a88e89bda8cfad299b5be8e265508fe34e9240dc6,Germany,Estonia,5.0,691500.0
23102,2016-10-04,243286,2307,Ojsc Jscb International Financial Club,The Bank of New York Mellon Corp.,JSC Norvik Banka,1746.6283,1063296.4,608.7708455882354,18D23pNSxW2qp4DU8JahViPucv2PaSda8x,1H9PwdRjmHFd1nuEn17UqVUEJM3x9wRU1S,d3389c17a74c03cfc73ba41a88e89bda8cfad299b5be8e265508fe34e9240dc6,Russia,Latvia,1.0,2078380.47
23138,2016-10-05,226828,3913,HSBC Bank,The Bank of New York Mellon Corp.,Sberbank of Russia,4580.60378657,2788349.9213,608.7297769516729,147B4253QG5cTXZh9k7HWEeT2nfDLWuhBs,1VnTB67tExdGFrHFxq6dNQDgGtbyEy8sm,3cb3655130e3026735fb70d71c66a507a023628f94d9a1684ad034d5462bdbd9,Russia,Russia,56.0,10888677.27
23212,2016-10-05,237012,4069,Bnp Paribas Wealth Management,The Bank of New York Mellon Corp.,Credit Suisse,4580.60378657,2788349.9213,608.7297769516729,147B4253QG5cTXZh9k7HWEeT2nfDLWuhBs,1VnTB67tExdGFrHFxq6dNQDgGtbyEy8sm,3cb3655130e3026735fb70d71c66a507a023628f94d9a1684ad034d5462bdbd9,Hong Kong,Hong Kong,1.0,37500000.0
23286,2016-10-05,237993,2498,SEB Bank AS,The Bank of New York Mellon Corp.,SEB Bank,4580.60378657,2788349.9213,608.7297769516729,147B4253QG5cTXZh9k7HWEeT2nfDLWuhBs,1VnTB67tExdGFrHFxq6dNQDgGtbyEy8sm,3cb3655130e3026735fb70d71c66a507a023628f94d9a1684ad034d5462bdbd9,Lithuania,Estonia,8.0,4254228.7
23360,2016-10-05,243325,2320,"The Bank of Tokyo-Mitsubishi Ufj, Ltd",The Bank of New York Mellon Corp.,Rigensis Bank AS,4580.60378657,2788349.9213,608.7297769516729,147B4253QG5cTXZh9k7HWEeT2nfDLWuhBs,1VnTB67tExdGFrHFxq6dNQDgGtbyEy8sm,3cb3655130e3026735fb70d71c66a507a023628f94d9a1684ad034d5462bdbd9,Japan,Latvia,13.0,9865148.68
23434,2016-12-15,226829,3913,ING Belgium Brussels,The Bank of New York Mellon Corp.,"ABLV Bank, AS",1323.39722576,1029038.93756,777.5737454545455,"33cf2WHE6hcdtkNU26K251vz9oyUF1C6XW
3KZYrAEqtx7WZbiJWaV3FMAxi3Thubttn8
39nyMbMgAN7KPdaBAWXxJ1oTpJXpbC1fLx
333UCCfKATYTeio5QphHNjEo7mXCQDNs1C
3BXUxHXohBh78JNy5Twidpf6Gwhit4WUwj
3EjuaAjqqTSLJ6KTFZSek19u682drUJ2z7
3DyTu3WwEaMsysZhknQueDuLhqCHjPPUxd
3FK8iAQcaKw3mU3iuGi5wPMocaXnhUgwzo
3LfSNCsXnNJPyGqbvU8DWPNXKKFtbtfbRC
32UHbHsdPGjHCC8AABRbZyx9h65rrcPuzL
3PA5pFHdUiC8yZZ5VyfvED5bkm79tDtgAF
37mPaE6Mr7psuqno8y59bSVuHV58w4wXuN
33N8mjqXxzW4d1TB8YNUtqwsK9toyDM7xQ
3K94BaWGE97LfYJwc2D1mLQRNXpi3MZ9j9
3MRkaf9y822eeWb36fuq9QM7NALgCm1owP
35UkyBqS7wcHa4MXqgg3ffqJuqhQVSsALd
3PRTQYrf1pKzmHiBkeNoz3R51Xjq7N4HZc
31qGjuknHZnoFYVEHmcc3yrC11qL4Wrmt8
3F6sC8118msUSEnwf45wnZ388cn3RKKkP2
3JC67EtxQeFx2AfjrvfqDUU5LysovgoDEc
33MyaxjnY9ox5AcWSaVa4ivLAcXjxJTf6G
3QNCGjqWP3m9TWLDgCjnPRaUNwMhSWTQ78
33cA2vBdx4abjQNgBBD6qpNrYAdBZj8AAz
3Qaeq3c8ghVrgQHaeV4EwCwZFtjx1kdgpH
33d9ssJquQ8X8nZj3r8PU9JhiqSunusepE
3J71vTTokGEHzpbx6t4k6VXUYBYA8aTfpj
3CeEEexBCBNrUbz7ua7itELq6skVjq3LL9
3DcqHWzsnEVu6WZU22CpUHzBz8tzxDeZzT
3GKhnjfyYreoMdyhZigzp1oaXrLPTKMW8x
3BCRzES8hGRy3k3YtGHz12XXoPbMkG4EBc
35RA1Q4rZKbyY2SqKc4F4229hua1hP7TxD
3PLoDim82UxEj6jyeLFboNM4tV2x244wLb
3LmUPyv9SjMyFdMLSF9zLPgigmNQE9tfKu
3EuYrqieYU7fBtiM69uYjdkeacDvXZuTk9
36u7MnwsFrLYWQiEvUm8GdMnXFyuyorSLA
3Gvziaa9fvYWDJWMzM39BCukKw4SD1bSS3
36H86ow4NjVDNshMV1dy8LykzHVTTA2z4y
3GFmQxsAJKSkLXHC6xA9j2PFqFDa9qQ55B
3CfVi5y5oGNcydfg1AEAcdin5BZZMuM1Lu
3FWgaBcxYmKqtK67JkY6XvV16TMbrupzXT
37ZZc5UkuGfRSrXT3SN2GWjbgrRhL8cFDX
34gytAQevvQb4Em6bJ5TcwKmaEYBz8Hr1H
3C3u2wPiZ3aoPWGSFL2jy65g7qhQ375m13
3QnZ4coPxxJHCHPaQi7HtYoJoL9wczt1So
39h7AWGRNWx5BajwBvynptnEKZQDJDmB5g
3QMn4JwMPLnvdrLnonjVxUUd6xWCs9uAM1
39EtmMPkMAXN1Mrm5GDp7zAxyi1DeLSENs
3NZuUmAAMmBzYFJM6JhTFCumBQkPJzCnky
3LKxHhXizXnmSkU59y2dRwC6DJJmN5a4Rz
3M2oYPJweeVG4nTGnSPpdun1yQ1py5ahhs",3LftPV4FcEdMRan1GEfXXSfCuNXpBtRM7c,b42ba2fbbc7fb968e48e3f427410ed83d19c899bef3f80316b1a047e9e902589,Switzerland,Latvia,2.0,12010000.0
23671,2015-07-07,226983,3940,Regionala Investiciju Banka,Barclays Plc,Barclays,7328.17701207,1968352.1622,268.60052083333335,1KZuArAUDvjgywt127dPKMdJzzA8bSkGrq,19Y35VxmnudZPjoZomqXVT9wTnadcG98yw,ca7f803cdaa0e9e4472e1370d2864ea4e0e2eb24dc620e61c839a4ca42aec805,Latvia,Cyprus,3.0,1999887.04
23674,2015-07-07,229512,2208,PPF Banka A.S.,The Bank of New York Mellon Corp.,Garantibank International N.V.,7328.17701207,1968352.1622,268.60052083333335,1KZuArAUDvjgywt127dPKMdJzzA8bSkGrq,19Y35VxmnudZPjoZomqXVT9wTnadcG98yw,ca7f803cdaa0e9e4472e1370d2864ea4e0e2eb24dc620e61c839a4ca42aec805,Czech Republic,Netherlands,16.0,1618000.0
23677,2015-11-03,226984,3940,Barclays,Barclays Plc,Credit Agricole,3238.34327665,1233437.3909999998,380.8853125,3FiTdZGfF1gFYV2cjvurns54tUUsUFW39n,35Ex94U6hHQGABiaDVYhwusrFZ5a4FohDB,2779a4910a8e6cb3341e4a7076b050ffcdad182c051efdae442c0aed6bbc27db,Cyprus,Switzerland,2.0,3640000.0
23697,2015-11-03,227423,2282,Far Eastern Bank,The Bank of New York Mellon Corp.,Banco De La Produccion S.A.,3238.34327665,1233437.3909999998,380.8853125,3FiTdZGfF1gFYV2cjvurns54tUUsUFW39n,35Ex94U6hHQGABiaDVYhwusrFZ5a4FohDB,2779a4910a8e6cb3341e4a7076b050ffcdad182c051efdae442c0aed6bbc27db,Russia,Ecuador,2.0,1520.0
23717,2015-11-03,227507,3789,DBS Bank Ltd,The Bank of New York Mellon Corp.,CTBC Bank Co Ltd,3238.34327665,1233437.3909999998,380.8853125,3FiTdZGfF1gFYV2cjvurns54tUUsUFW39n,35Ex94U6hHQGABiaDVYhwusrFZ5a4FohDB,2779a4910a8e6cb3341e4a7076b050ffcdad182c051efdae442c0aed6bbc27db,Singapore,Hong Kong,14.0,16675112.37
23737,2015-11-03,227511,3789,DBS Bank Ltd,The Bank of New York Mellon Corp.,Indian Overseas Bank,3238.34327665,1233437.3909999998,380.8853125,3FiTdZGfF1gFYV2cjvurns54tUUsUFW39n,35Ex94U6hHQGABiaDVYhwusrFZ5a4FohDB,2779a4910a8e6cb3341e4a7076b050ffcdad182c051efdae442c0aed6bbc27db,Singapore,India,21.0,162381261.0
23757,2015-11-03,229102,3308,Bbva Bancomer,The Bank of New York Mellon Corp.,Global Bank of Commerce,3238.34327665,1233437.3909999998,380.8853125,3FiTdZGfF1gFYV2cjvurns54tUUsUFW39n,35Ex94U6hHQGABiaDVYhwusrFZ5a4FohDB,2779a4910a8e6cb3341e4a7076b050ffcdad182c051efdae442c0aed6bbc27db,Mexico,Antigua,2.0,192918.0
23777,2015-11-03,229502,4251,Hong Kong And Shanghai Banking Corporation Ltd,The Bank of New York Mellon Corp.,DBS Bank Ltd,3238.34327665,1233437.3909999998,380.8853125,3FiTdZGfF1gFYV2cjvurns54tUUsUFW39n,35Ex94U6hHQGABiaDVYhwusrFZ5a4FohDB,2779a4910a8e6cb3341e4a7076b050ffcdad182c051efdae442c0aed6bbc27db,Hong Kong,Singapore,1.0,10000000.0
23797,2015-11-03,237690,3649,Icici Bank Limited,The Bank of New York Mellon Corp.,Bank of India Indonesia,3238.34327665,1233437.3909999998,380.8853125,3FiTdZGfF1gFYV2cjvurns54tUUsUFW39n,35Ex94U6hHQGABiaDVYhwusrFZ5a4FohDB,2779a4910a8e6cb3341e4a7076b050ffcdad182c051efdae442c0aed6bbc27db,Singapore,Indonesia,1.0,5309392.06
23817,2015-11-03,237696,3649,Credit Suisse AG,The Bank of New York Mellon Corp.,Citibank,3238.34327665,1233437.3909999998,380.8853125,3FiTdZGfF1gFYV2cjvurns54tUUsUFW39n,35Ex94U6hHQGABiaDVYhwusrFZ5a4FohDB,2779a4910a8e6cb3341e4a7076b050ffcdad182c051efdae442c0aed6bbc27db,Switzerland,United States,1.0,2000000.0
23837,2015-11-03,239718,2472,Eurasian Bank,The Bank of New York Mellon Corp.,AS Expobank,3238.34327665,1233437.3909999998,380.8853125,3FiTdZGfF1gFYV2cjvurns54tUUsUFW39n,35Ex94U6hHQGABiaDVYhwusrFZ5a4FohDB,2779a4910a8e6cb3341e4a7076b050ffcdad182c051efdae442c0aed6bbc27db,Kazakhstan,Latvia,2.0,875000.0
23857,2016-03-16,227075,3132,Deutsche Bank AG,China Investment Corporation,Bank of China,2549.96973233,1059290.47868,415.412961672474,3E4Fg4345YY6z4bjzxwKqbmRJCTSYTMFCL,3FRAZCePNFvFjpHBJDqdqVMUzsRV8RG2fR,c331128db17cfc63a7f2dd2abf3eda6ac423a6a246f510df7ddf3875e49d6362,Germany,Macau,1.0,112825.0
23865,2016-03-16,231252,3355,Macquarie Bank Limited ,The Bank of New York Mellon Corp.,Barclays Bank Plc,2549.96973233,1059290.47868,415.412961672474,3E4Fg4345YY6z4bjzxwKqbmRJCTSYTMFCL,3FRAZCePNFvFjpHBJDqdqVMUzsRV8RG2fR,c331128db17cfc63a7f2dd2abf3eda6ac423a6a246f510df7ddf3875e49d6362,Australia,United Kingdom,76.0,17878000.0
23873,2016-09-16,227076,3132,Banco Santander International,China Investment Corporation,Bank of China,3000.0,1820733.776223776,606.9112587412587,"3CEjioTwmm1UVcWjLZd1NF3eZBG1VEHoT2
31pXTZmQnbz6gbS7qDiUmepyBmvk2Tvfho
3Q9CngmdcFiaBxP4dK59BDCT7rfft7Aqm2
3Ggv6GDwhcD42tn1cPft1SajVfrErrZJXT
34BYWCMAv8zJb1og4JKyA4ovtKYiJ3DqxJ
31txSrTkd66SJTAtgeDCv249viGhgHWufx
3NyESp1nxmAQcz8VpjATRtqN49WPnivzoU
35DGthNAUmze4fDVvzEyfkgePMUooGwnH6
3AsMr6ZLWy54j7gmvgCEV9pPMGoJ4BtB5Q
35pJ4R3v85J51JxjG9csLdTKtiuYT6MPfE
3LHrQ48dqyKfG2C1a3M6vy5Lm6JsQwguzw
3K1QfbYXUqZZFcjTjMZbzA4dGuPdfg9u18
3FQ5CVv42zX9ftXxFPgTPJdJf2tZRjW7m5
378UTccpeC5L5RYFf9KwM4vpB8P6HcBNVx
3HHnpcwcRPZ8fHhRB4wATm9qdvWCr65pJx
3QLVT9gbNg6pTgSjotxSPrwjAq9ECB2a2G
38Feps5QGzgMZxLkdicDqKMXVcbJhYrvC2
3HaUhwA4R59tJ4HhX5ZEjMheNoJaVqFY7d
3AkLKYsPdsqYUw6SWPw32WnTwySuSYKvEw
3CgzNpPmBGrWh1d2jRjYCob8ozaVBXpGH1
3FermsvWm5xZUudzUs3YcrSu1iGNUVha7c
33KPidtUtczd5VK8DVDNSVdZ6VWjxehwkx
3991MAYKKb8ENiYhNPdZF3zgnfSDPhPRZd
3CySNsoabh5FB9NvwJg5qNtuxVyyRRRSiP
31te5fE5PJRMbFmKmLAe8Pb2D8G262pcEk
3Qy7jrYDsS2xbmXpXvyqYBou2ixqSwqtHG
3QV5JoE4UjfYjdym5GM3Jv6L73uoA3xMGh
3F8yXGPJa3UdJ8bKehc78ytkNdjPWqqGvR
3KucFohhcmfAXjijhiuMiB4kC4h7yPJYN7
3Azi3RRUidQg6f17RmfDHmDiRPKMGvd1pr
33N5SND6VtHdtX4t7KJhmvRvh9bMSJiABe
367T8hSaLcE8fNDW4Ev199xAAEeXs7kHcS
382SsUgHFSiiGvnhDZDH748RCfZ5mMbeRd
3MiTtDZ2Vj6iFgaiV5fW54hU1KzoqFan8F
3Dxvf4PtqnU9d37uHumHojvGaFu7AL4SaG
3LP9AByvspdRgJhEko8WgWqZxrGYCLPag5
3MFkRipzjapdsG13u5m8vz2zHPRGKsFn4G
3KQuE8tqgr1BuJ6NSUHAs5mw6hyc3CzhYY
3MDXfjS9kNdym7sRaYMvFV7wKz4gTxk38M
34SqyXHH796Q151A38B4QskmYsRf2hPvjN
3QYVdZyLez1kY6gPfTQCnKfJoesHirG6Np
343nYmAsrtUzGb7pJaStw5SZNQJQY5ZfF8
35ppBw2Ze68jKhmV7oowdT16hzwPSCcM9f
32qqAyWVAfv5MBYEqci6Aytdkg7ZT3Uxwo
3JQeGNdZggCWmUgGCpT85nenWB8cQrF8fV
3C3x2L5yqbZ5UJyKH7E9MH8TkC3mTuMyeJ
3DHFFF3LGQSqrZ9KqqkqVCzLLyypt595Xx
39uzPTfp15T4njp2LHu1s9PEbZKUmXLnqM
3Fz2ACd66bxdZsadHfcsKXL5ApFY5hkgN7
31thg39esAuH9A6XJp8AvBkJTx87PirN6y
3LT6y65xQsf5AZ5JWPPqudoEJdDw3FNYX5
3CwDhmcnsy8hi3rRsM1tivHKuviEg5chgV
32bpaeCCXubxLhUbN9Q2Qb2hfn4Z6GncBK
3LgEFpSZrTTi6Zi4uQZY6T1gZyJnEP25mb
3BFFt1TzEmcpuVGvNDe4JBc2skaGLZXbG2
3KKVHU5gaZc6MR2MW6ViX3yG9rT6Gp9Wj9
3AVGPiVwiBD3PRyqs8G3XgBDVTSo6NPkWW
3H2Fc8sN9nZdDsfECp2R9wJ4xu1PsNxmdJ
36ZGFHuc4Gb6A7i7qdvaWDR8cEuPAKZmKs
3MWLJB28gaGkoYgQXW7rhXXw9bJHMyUmHY
39PvrQPFTvFAsM7LAdtdMBfdoPHDxVX28Q
3DffRC3AD25R58X7Pmn7FwConSbaYtcEg1
38hMt4PEBybx2UKP63fX23udUgnG8spEBX
3MGkBc3J5yRuN4Zvmyxr4d11ZpGYvCk4KT
3LX4k3SEAL6SNoFtCoVCY8jyNW7LdHdVnv
3JudBXY48kSwdT4jgvG54QQvE3rq1XnyQW
3JtDtxzE9eCxZ3qyP1a4RP3hrpZRdQZSws
38Fx4mrH8XgK4f5cU5tGqE43LP8yZsCnwg
3NFByrpnBNFTzodd5piGS8vkCCTygs3Ucn
36p3bP6GfNhzbzvQuB9HtAPAK3weXnv6BY
3Pi1qZzUcxmXSExypCkCdP1BeMRTwCPCmM
3LoGt8DYLXFEa3fPSEPX4nob5SrQLj1tb7
3NomGLELxPe73GkqtoTpbQWpu8SA8LmggN
3GuSYu6Gdf1rhCn6LN9FAZKkBffUHFjQmv
3MGdvdneGj3b74hbViSd4SzaFdtHsjTp6Q
3Eo3vneRSdPJJuFaUWEQXcazDZUZ82s9Pf
3QWNwCLdEgCbLRVhpxfnHWeUQ39cBS5qro
342fuZbt7puSEiLNBf46sg2YmxLZXiJVVG
3Ec1rtgAbq222pn6yjf2pap4tERoV2n9in
3LRFh4aUZRvjHvwGrQoyiyo2aMD6njKJsQ
3L2BFbUvswpuCruYq7X1g8KWiT7QJUPLQ4
3EgUtsae7wb6wh8LsLo6szynTGH21ZSQUA
34WBNAqkNTvsD5D4m6GNFLrhYWVxKGyYeM
3752FkJrDX7MALTe9RADtBzTctY56RwHTL
367eB5c73gnGS9bSFSptBk7tyEk8UGiF4m
3NBh5N1VZwUGB13BZprhup3pDqNsjYanE5
3DDW2JySsRPz8BDh4pmL6W9eVZEEJMv6L8
3KLbxK28RLEh4dFKNjjab1Ky8hCHenBTub
3JjR1pSsU8RPdGqQN2Q6xKrVSbuXuesnpy
3GmXUXaVuBMdyKZ33ggeBtk5SrCXDg25Rd
3ESKvQQieeutEK8wy1AhiFwmu9zYMBSqrn
31oruc4M1asVQjFsi4wVnnSq9P72eHBbPr
39NkUyc16o76BJS2UiBfNPPDb95o8fF8fa
3Hkd53Q9SxiikZ7oBkNfMUGA3x48yVE3sS
3PLXsn2fV4r5tdfd2hzNav1GQuFQtH17cv
3PpM8KxAThWUMjv1BrbaVv5MXpVJFLU1z7
3At1XvUosSGHwGDkLKGaLbDnJdWAorSN4o
3Nm2Xvgj4qtkamFVZQFAAGZiDR8wr4BK1V
37cyUXseAoQBwuKdViQCpjCHAmdoKAPmwH
3FqwvsyUTTQqpQGk2DUkCFvaK1VNJis9Xb
3Ab5u95z3GpBEgLy74RkAowu3zRksFSkZy
38rnYrGPSWWchENA2LLjtxwemo6RWMz26C",34bhQMcAraUZtW1483PZqMyb2d6auRpRts,5d5ad2d2fef0349d4f44cc77d6b69793fb33ff85958b292cbb26197e150649fe,United States,Macau,1.0,113000.0
23878,2016-08-11,227077,3132,"JPMorgan Chase Bank, N.A.",China Investment Corporation,Bank of China,1700.17808432,1008560.41855,593.2086925795053,1Kv2dGfnxX9G9vZMxy3m4oATf4gUWDqggJ,1QYYVQWduNjKKFPZFUcYr4t5GT1krQmg8,2266f2b6d51d3975dc948a9521edbadd7152881c3f71d1dff89837e93cba9e73,United States,Macau,5.0,125000.0
23948,2016-08-11,231247,3355,Australia And New Zealand Banking,The Bank of New York Mellon Corp.,Zions First National Bank,1700.17808432,1008560.41855,593.2086925795053,1Kv2dGfnxX9G9vZMxy3m4oATf4gUWDqggJ,1QYYVQWduNjKKFPZFUcYr4t5GT1krQmg8,2266f2b6d51d3975dc948a9521edbadd7152881c3f71d1dff89837e93cba9e73,Australia,United States,4.0,203400.0
24018,2016-07-06,227078,3132,"Abanca Corporacion Bancaria, S.A.",China Investment Corporation,Bank of China,1949.25419023,1313048.0753,673.6156227758008,17GbdzaNjm8WBmgkPJqzKCk18gkLfqb5Gp,1NQ4ubKySmgbbWTGaVXDRYtXsGBqjiV18c,8bf512a6a5f7547af1cd1ea17ecc97172e0d719fc4a4d324ba0174d49bcedcec,Spain,Macau,1.0,159950.0
24086,2016-07-06,241425,3707,Deutsche Bank Ag,Deutsche Bank AG,Bank of China Limited,1949.25419023,1313048.0753,673.6156227758008,17GbdzaNjm8WBmgkPJqzKCk18gkLfqb5Gp,1NQ4ubKySmgbbWTGaVXDRYtXsGBqjiV18c,8bf512a6a5f7547af1cd1ea17ecc97172e0d719fc4a4d324ba0174d49bcedcec,Hong Kong,China,1.0,183000.0
24154,2016-11-25,227079,3132,Zuercher Kantonalbank,China Investment Corporation,Bank of China,1412.335144,1035425.115,733.1298943661972,19iVyH1qUxgywY8LJSbpV4VavjZmyuEyxV,32MKGhKdTqEQZrrtd7iemEETz8bn7CJEaW,72d7e39404c2a11485c501bb8b9ba077803186543795d37ed7680a8f6999939f,Switzerland,Macau,1.0,176509.81
24191,2016-04-04,227080,3132,Emirates Nbd Bank PJSC,China Investment Corporation,Bank of China,7024.0,2941154.6422222215,418.7293055555554,"1MBibXAjxUszLvbKTSLbNHtD5T8pDy6Ssp
1ArpLyYPSm4MK9YdkkWbce4B712jWUBSAY
1CLgyxxC2bzhdWtiTd6GWdUZywskH1xUjU
1ELLVTNyASqmJrqRW9jj8nvCSaxwZTUpcH",1EoBkBJhSdYKS1s8KtXqiVNbLepBTiB5Mi,fb271a5c6d601ae9d02587abe60e911f2ce2df5b82c1ecd8a07ab22dfc13eb17,United Arab Emirates,Macau,1.0,200000.0
